SerialNo,CustomerID,CustomerName,Age,Gender,City,SubscriptionType,MonthlySpending,Tenure,NumberOfPurchases,CustomerSupportRequests,LoginFrequency,LastActivityDate,SatisfactionScore,ChurnStatus
1130,CUST1130,Zubair Hashmi,41.0,Male,Lahore,Basic,450.26,19,36,2,30.0,2026-05-26,3.8,0
1131,CUST1131,Sana Sheikh,45.0,Female,Islamabad,Basic,365.16,11,22,3,12.0,2026-06-01,3.8,0
1132,CUST1132,Hina Chaudhry,,Female,Hyderabad,Enterprise,4074.54,30,49,5,20.0,2026-03-01,4.0,1
1133,CUST1133,Asma Malik,35.0,Female,Quetta,Basic,351.96,20,26,1,23.0,2026-05-15,1.0,0
1134,CUST1134,Imran Chaudhry,18.0,Male,Lahore,Basic,493.56,3,1,2,,2026-05-22,3.0,0
1135,CUST1135,Mehwish Iqbal,35.0,Female,Multan,Standard,1209.02,7,8,0,15.0,2026-06-01,5.0,0
1136,CUST1136,Lubna Bhatti,25.0,Female,Sukkur,Standard,1632.73,12,14,1,8.0,2026-05-24,2.7,0
1137,CUST1137,Imran Butt,48.0,Male,Sargodha,Basic,455.83,43,57,3,0.0,2026-04-15,3.2,0
1138,CUST1138,Ayesha Malik,28.0,Female,Multan,Basic,537.52,1,3,3,11.0,2026-04-02,2.0,0
1139,CUST1139,Shahid Qureshi,47.0,Male,Islamabad,Enterprise,4528.43,40,52,2,0.0,2026-05-07,2.8,0
1140,CUST1140,Hamza Hussain,31.0,Male,Lahore,Basic,495.83,60,91,2,10.0,2026-04-14,4.3,0
1141,CUST1141,Waqar Raja,18.0,Male,Multan,Basic,507.91,25,43,5,5.0,2026-05-26,4.4,0
1142,CUST1142,Faraz Mirza,18.0,Male,Islamabad,Basic,559.12,1,0,3,0.0,2026-05-01,,1
1143,CUST1143,Shahid Qureshi,38.0,Male,Lahore,Enterprise,4898.59,49,72,5,18.0,2026-04-27,4.4,0
1144,CUST1144,Hina Hashmi,47.0,Female,Larkana,Basic,433.99,41,54,3,25.0,2026-05-30,2.3,1
1145,CUST1145,Rabia Rana,43.0,Female,Larkana,Basic,516.18,34,55,0,17.0,2026-06-01,3.2,0
1146,CUST1146,Naveed Hashmi,44.0,Male,Multan,Standard,1010.99,15,18,1,14.0,2026-05-31,3.9,0
1147,CUST1147,Bilal Javed,36.0,Male,Lahore,Basic,566.54,21,32,0,13.0,2026-05-30,1.8,0
1148,CUST1148,Waqar Mirza,25.0,Male,Lahore,Basic,,5,4,2,30.0,2026-03-18,3.3,0
1149,CUST1149,Naveed Bhatti,51.0,Male,Rawalpindi,Premium,2199.05,16,33,2,13.0,2026-06-01,4.6,0
1150,CUST1150,Ahmed Ali,20.0,Male,Hyderabad,Premium,2305.66,17,28,0,21.0,2026-04-24,3.9,0
1151,CUST1151,Rizwan Baig,29.0,Male,Rawalpindi,Standard,1320.62,39,54,3,13.0,2026-03-25,1.9,1
1152,CUST1152,Saad Baig,38.0,Male,Islamabad,Premium,2346.8,6,13,1,22.0,2026-05-08,2.7,0
1153,CUST1153,Noor Khan,30.0,Female,Faisalabad,Basic,570.1,21,36,2,23.0,2026-05-25,2.4,1
1154,CUST1154,Asma Ali,39.0,Female,Rawalpindi,Premium,2581.11,14,22,4,12.0,2026-05-31,5.0,0
1155,CUST1155,Farida Qureshi,34.0,Female,Islamabad,Premium,2540.16,12,19,2,1.0,2026-05-07,2.6,0
1156,CUST1156,Mehwish Malik,18.0,Female,Sukkur,Standard,1200.96,11,22,2,11.0,2026-05-22,4.6,0
1157,CUST1157,Imran Rana,40.0,Male,Sukkur,Standard,1457.55,41,64,1,18.0,2026-05-30,4.8,0
1158,CUST1158,Sana Khan,24.0,Female,Peshawar,Standard,1204.18,23,35,1,18.0,2026-04-24,2.2,1
1159,CUST1159,Shahid Hashmi,44.0,Male,Bahawalpur,Standard,1341.05,34,38,2,0.0,2026-05-18,4.7,0
1160,CUST1160,Hamza Baig,30.0,Male,Faisalabad,Standard,1503.79,1,0,5,18.0,2026-05-18,4.1,1
1161,CUST1161,Lubna Qureshi,18.0,Female,Quetta,Standard,1177.88,6,8,0,15.0,2026-05-28,4.7,0
1162,CUST1162,Ahmed Malik,,Male,Faisalabad,Basic,592.05,13,20,2,18.0,2026-05-22,3.2,0
1163,CUST1163,Zara Qureshi,40.0,Female,Peshawar,Basic,709.47,16,23,0,21.0,2026-04-29,4.4,0
1164,CUST1164,Ahmed Sheikh,,Male,Sargodha,Basic,571.3,1,2,0,13.0,2026-04-13,3.0,0
1165,CUST1165,Adnan Mirza,18.0,Male,Sialkot,Standard,1235.09,28,36,1,8.0,2026-05-14,3.0,0
1166,CUST1166,Uzma Sheikh,37.0,Female,Multan,Standard,1446.5,37,48,4,14.0,2026-05-26,,0
1167,CUST1167,Maria Iqbal,23.0,Female,Karachi,Basic,512.76,6,5,2,,2026-04-07,3.1,0
1168,CUST1168,Saad Butt,25.0,Male,Karachi,Basic,564.41,7,19,2,19.0,2026-04-28,4.5,0
1169,CUST1169,Ayesha Qureshi,59.0,Female,Faisalabad,Standard,1610.82,23,30,3,23.0,2026-04-13,3.3,0
1170,CUST1170,Hamza Sheikh,31.0,Male,Sialkot,Premium,3360.58,7,15,3,12.0,2026-05-08,3.4,0
1171,CUST1171,Rabia Raja,31.0,Female,Gujranwala,Standard,1588.48,10,21,4,20.0,2026-05-24,2.8,0
1172,CUST1172,Hina Khan,23.0,Female,Islamabad,Standard,1404.01,9,12,0,0.0,2026-04-27,3.3,1
1173,CUST1173,Mehwish Siddiqui,37.0,Female,Larkana,Enterprise,6320.24,1,1,2,10.0,2026-05-06,4.4,1
1174,CUST1174,Rizwan Hussain,31.0,Male,Sukkur,Basic,558.37,30,50,2,17.0,2026-05-27,3.3,0
1175,CUST1175,Junaid Hashmi,38.0,Male,Larkana,Basic,696.82,1,1,4,13.0,2026-06-01,2.5,0
1176,CUST1176,Asad Mirza,31.0,Male,Faisalabad,Standard,862.37,9,14,1,10.0,2026-04-22,4.8,1
1177,CUST1177,Rida Bhatti,26.0,Female,Sargodha,Enterprise,4840.67,26,25,2,20.0,2026-03-17,4.2,1
1178,CUST1178,Fatima Sheikh,36.0,Female,Rawalpindi,Basic,264.13,8,9,2,18.0,2026-04-30,3.7,0
1179,CUST1179,Imran Malik,53.0,Male,Rawalpindi,Basic,484.61,18,17,0,23.0,2026-05-21,3.3,1
1180,CUST1180,Usman Khan,44.0,Male,Sargodha,Standard,1147.53,32,51,0,18.0,2026-05-31,,0
1181,CUST1181,Hassan Ahmed,32.0,Male,Sargodha,Standard,1134.45,17,27,1,13.0,2026-03-25,3.2,0
1182,CUST1182,Zara Raja,37.0,Female,Karachi,Basic,567.3,1,1,2,9.0,2026-05-24,5.0,0
1183,CUST1183,Hassan Nawaz,20.0,Male,Rawalpindi,Standard,893.71,57,94,2,11.0,2026-03-30,2.3,1
1184,CUST1184,Fatima Ali,18.0,Female,Islamabad,Premium,2475.84,15,22,0,16.0,2026-03-28,3.2,0
1185,CUST1185,Noor Butt,29.0,Female,Sukkur,Standard,1131.09,1,2,3,17.0,2026-05-07,3.9,0
1186,CUST1186,Rizwan Iqbal,32.0,Male,Lahore,Basic,459.45,6,7,5,13.0,2026-05-19,4.0,0
1187,CUST1187,Rizwan Chaudhry,36.0,Male,Bahawalpur,Basic,445.73,23,40,1,8.0,2026-03-23,4.0,1
1188,CUST1188,Hassan Chaudhry,25.0,Male,Larkana,Standard,964.94,34,50,1,15.0,2026-05-24,3.7,0
1189,CUST1189,Lubna Butt,25.0,Female,Quetta,Standard,1228.2,28,39,0,18.0,2026-05-14,5.0,0
1190,CUST1190,Saba Ansari,18.0,Female,Rawalpindi,Standard,1207.3,3,6,3,26.0,2026-03-27,2.6,1
1191,CUST1191,Zara Hashmi,21.0,Female,Lahore,Standard,1023.99,5,5,4,12.0,2026-05-23,4.7,0
1192,CUST1192,Rabia Javed,50.0,Female,Bahawalpur,Basic,529.4,27,35,0,12.0,2026-05-19,4.4,0
1193,CUST1193,Omer Qureshi,33.0,Male,Quetta,Standard,1144.06,39,50,2,,2026-05-23,3.8,0
1194,CUST1194,Sara Javed,18.0,Female,Peshawar,Basic,527.53,20,30,1,6.0,2026-05-28,2.4,0
1195,CUST1195,Usman Rana,42.0,Male,Gujranwala,Basic,570.49,11,17,3,6.0,2026-05-09,4.9,1
1196,CUST1196,Zara Baig,18.0,Female,Quetta,Standard,1140.23,22,41,4,12.0,2026-05-27,3.9,0
1197,CUST1197,Bilal Baig,45.0,Male,Peshawar,Standard,1287.64,40,63,2,16.0,2026-05-04,5.0,0
1198,CUST1198,Usman Mirza,40.0,Male,Rawalpindi,Basic,490.28,15,32,4,13.0,2026-05-31,2.0,0
1199,CUST1199,Zara Hussain,18.0,Female,Sukkur,Standard,1302.97,1,1,2,28.0,2026-05-29,3.4,0
1200,CUST1200,Saba Mirza,51.0,Female,Quetta,Standard,1138.87,12,21,2,17.0,2026-05-16,3.2,0
1201,CUST1201,Saima Raja,38.0,Female,Islamabad,Premium,3306.16,8,16,1,12.0,2026-05-02,4.4,1
1202,CUST1202,Uzma Rana,53.0,Female,Rawalpindi,Standard,1291.71,25,38,5,14.0,2026-05-28,3.3,0
1203,CUST1203,Ali Ali,30.0,Male,Quetta,Standard,1047.53,1,1,1,14.0,2026-05-07,3.3,0
1204,CUST1204,Rida Siddiqui,33.0,Female,Islamabad,Basic,513.16,5,5,7,26.0,2026-05-18,4.3,0
1205,CUST1205,Rizwan Rana,18.0,Male,Sargodha,Standard,1166.36,11,21,0,12.0,2026-04-17,3.5,0
1206,CUST1206,Uzma Bhatti,31.0,Female,Faisalabad,Standard,713.21,28,27,1,13.0,2026-05-22,4.0,0
1207,CUST1207,Ali Ansari,42.0,Male,Larkana,Enterprise,4490.21,20,25,3,14.0,2026-04-21,4.4,0
1208,CUST1208,Saba Hashmi,18.0,Female,Quetta,Basic,411.06,18,38,1,8.0,2026-04-16,3.4,0
1209,CUST1209,Maria Rana,22.0,Female,Peshawar,Basic,636.0,39,60,2,14.0,2026-05-26,3.4,0
1210,CUST1210,Zara Iqbal,62.0,Female,Gujranwala,Standard,1425.69,16,22,4,16.0,2026-04-05,3.1,0
1211,CUST1211,Uzma Javed,41.0,Female,Sukkur,Basic,333.68,10,16,3,17.0,2026-05-21,2.7,1
1212,CUST1212,Uzma Iqbal,38.0,Female,Peshawar,Standard,1352.93,18,28,5,24.0,2026-04-17,4.1,0
1213,CUST1213,Iqra Ahmed,26.0,Female,Karachi,Standard,1372.75,60,109,3,0.0,2026-05-21,,1
1214,CUST1214,Noor Iqbal,24.0,Female,Karachi,Premium,2676.61,22,40,2,12.0,2026-05-31,3.8,0
1215,CUST1215,Zara Ansari,23.0,Female,Multan,Enterprise,5975.34,22,34,4,8.0,2026-05-09,2.9,0
1216,CUST1216,Kamran Hussain,18.0,Male,Rawalpindi,Standard,930.0,20,33,2,11.0,2026-04-16,5.0,0
1217,CUST1217,Imran Sheikh,37.0,Male,Multan,Basic,572.69,3,10,1,18.0,2026-05-22,2.4,0
1218,CUST1218,Waqar Ansari,42.0,Male,Sialkot,Standard,1333.79,11,12,2,18.0,2026-04-07,3.0,0
1219,CUST1219,Asad Iqbal,24.0,Male,Karachi,Enterprise,3832.79,4,9,1,27.0,2026-03-20,2.3,1
1220,CUST1220,Iqra Iqbal,35.0,Female,Lahore,Premium,1799.97,10,18,6,17.0,2026-05-26,3.7,1
1221,CUST1221,Faraz Rana,50.0,Male,Hyderabad,Premium,2867.62,47,67,2,21.0,2026-04-21,4.3,0
1222,CUST1222,Adnan Qureshi,38.0,Male,Multan,Enterprise,,8,7,1,15.0,2026-01-30,,1
1223,CUST1223,Shahid Chaudhry,36.0,Male,Faisalabad,Basic,436.09,7,14,2,,2026-05-01,3.3,0
1224,CUST1224,Sara Nawaz,29.0,Female,Bahawalpur,Enterprise,3417.81,1,2,1,11.0,2026-05-13,3.1,0
1225,CUST1225,Naveed Siddiqui,42.0,Male,Faisalabad,Basic,504.23,1,2,2,6.0,2026-06-01,4.8,0
1226,CUST1226,Mehwish Chaudhry,25.0,Female,Multan,Premium,1957.52,17,20,3,15.0,2026-04-15,4.1,0
1227,CUST1227,Saima Qureshi,18.0,Female,Peshawar,Standard,664.88,38,68,1,12.0,2026-05-01,4.2,0
1228,CUST1228,Saba Raja,46.0,Female,Sialkot,Standard,1373.04,14,20,3,8.0,2026-04-25,2.7,0
1229,CUST1229,Ahmed Bhatti,58.0,Male,Sukkur,Basic,523.15,5,11,2,18.0,2026-05-30,2.6,0
1230,CUST1230,Amna Javed,48.0,Female,Sargodha,Standard,1129.44,3,2,3,13.0,2026-04-08,3.6,0
1231,CUST1231,Lubna Ahmed,41.0,Female,Hyderabad,Basic,412.15,4,4,2,23.0,2026-05-27,3.0,0
1232,CUST1232,Bilal Qureshi,32.0,Male,Sukkur,Standard,1058.46,9,14,1,1.0,2026-05-01,2.4,1
1233,CUST1233,Zubair Ansari,35.0,Male,Faisalabad,Premium,2763.72,60,84,1,10.0,2026-05-15,3.2,0
1234,CUST1234,Rida Hussain,25.0,Female,Peshawar,Basic,465.01,6,10,3,15.0,2026-05-13,4.6,1
1235,CUST1235,Kamran Qureshi,37.0,Male,Quetta,Standard,1290.29,2,4,3,4.0,2026-05-27,4.5,0
1236,CUST1236,Ayesha Chaudhry,55.0,Female,Islamabad,Basic,402.49,18,25,1,26.0,2026-05-09,3.2,1
1237,CUST1237,Asma Butt,37.0,Female,Gujranwala,Premium,3583.48,60,70,0,12.0,2026-05-27,2.4,0
1238,CUST1238,Fatima Ahmed,49.0,Female,Sukkur,Premium,1801.69,13,24,0,20.0,2026-05-11,4.3,0
1239,CUST1239,Sana Ansari,63.0,Female,Larkana,Basic,553.11,60,84,2,19.0,2026-05-31,4.0,0
1240,CUST1240,Omer Malik,58.0,Male,Rawalpindi,Basic,504.8,14,23,2,5.0,2026-04-13,2.0,0
1241,CUST1241,Rizwan Iqbal,25.0,Male,Sargodha,Enterprise,6942.58,19,17,3,21.0,2026-02-22,4.6,1
1242,CUST1242,Kamran Nawaz,38.0,Male,Lahore,Premium,1772.69,16,24,1,15.0,2026-05-20,2.9,0
1243,CUST1243,Sara Ansari,28.0,Female,Rawalpindi,Basic,401.21,1,3,3,18.0,2026-05-23,5.0,1
1244,CUST1244,Farida Ansari,38.0,Female,Faisalabad,Premium,1974.34,12,11,2,22.0,2026-05-01,3.0,1
1245,CUST1245,Zara Siddiqui,44.0,Female,Hyderabad,Standard,1084.96,12,27,1,19.0,2026-04-01,3.4,0
1246,CUST1246,Hina Mirza,68.0,Female,Quetta,Premium,2745.68,1,0,0,10.0,2026-04-02,3.9,0
1247,CUST1247,Adnan Ahmed,20.0,Male,Sukkur,Premium,2827.78,3,9,2,19.0,2026-05-03,3.3,0
1248,CUST1248,Kamran Raja,24.0,Male,Hyderabad,Basic,418.42,6,12,1,16.0,2026-04-22,2.4,0
1249,CUST1249,Zara Javed,35.0,Female,Sukkur,Basic,533.7,11,20,4,9.0,2026-05-15,2.5,0
1250,CUST1250,Omer Raja,22.0,Male,Faisalabad,Basic,351.75,17,30,1,30.0,2026-05-31,4.5,0
1251,CUST1251,Imran Chaudhry,43.0,Male,Sukkur,Premium,1839.4,35,65,3,15.0,2026-03-22,3.6,0
1252,CUST1252,Mehwish Ahmed,36.0,Female,Faisalabad,Premium,1747.93,33,39,2,14.0,2026-04-28,2.1,0
1253,CUST1253,Uzma Ansari,22.0,Female,Larkana,Premium,3457.82,41,62,0,24.0,2026-05-25,3.6,0
1254,CUST1254,Hamza Raja,,Male,Hyderabad,Basic,516.94,25,39,4,19.0,2026-05-16,3.8,0
1255,CUST1255,Farida Khan,23.0,Female,Sargodha,Basic,343.19,10,8,2,21.0,2026-02-28,3.8,0
1256,CUST1256,Hina Khan,28.0,Female,Peshawar,Basic,509.69,60,96,1,15.0,2026-04-26,4.4,0
1257,CUST1257,Hassan Butt,,Male,Rawalpindi,Standard,1329.52,38,74,0,23.0,2026-03-23,4.6,0
1258,CUST1258,Adnan Ansari,49.0,Male,Sargodha,Enterprise,3189.58,1,1,2,4.0,2026-05-29,3.6,0
1259,CUST1259,Tariq Butt,25.0,Male,Gujranwala,Standard,1205.2,15,9,2,23.0,2026-04-24,3.8,0
1260,CUST1260,Nadia Ali,38.0,Female,Peshawar,Basic,398.49,20,36,4,20.0,2026-06-01,3.2,0
1261,CUST1261,Lubna Hussain,36.0,Female,Karachi,Enterprise,5068.68,22,29,1,1.0,2026-05-02,2.4,0
1262,CUST1262,Usman Hashmi,27.0,Male,Rawalpindi,Basic,590.8,4,6,0,4.0,2026-05-24,3.1,0
1263,CUST1263,Omer Nawaz,51.0,Male,Peshawar,Standard,1204.31,24,38,3,18.0,2026-05-10,2.1,1
1264,CUST1264,Maria Iqbal,47.0,Female,Lahore,Basic,626.55,1,3,1,24.0,2026-02-20,2.4,1
1265,CUST1265,Uzma Sheikh,28.0,Female,Rawalpindi,Premium,2412.32,41,54,2,8.0,2026-04-23,4.0,0
1266,CUST1266,Rabia Rana,28.0,Female,Peshawar,Basic,663.14,46,60,0,18.0,2026-05-21,4.7,0
1267,CUST1267,Imran Chaudhry,32.0,Male,Peshawar,Basic,375.37,5,6,1,13.0,2026-02-26,2.9,0
1268,CUST1268,Imran Raja,37.0,Male,Rawalpindi,Standard,1039.04,60,79,7,3.0,2026-04-22,3.7,0
1269,CUST1269,Lubna Hashmi,18.0,Female,Lahore,Basic,475.88,29,36,2,22.0,2026-05-19,4.1,0
1270,CUST1270,Saba Chaudhry,22.0,Female,Bahawalpur,Basic,402.22,39,81,2,4.0,2026-05-09,2.5,0
1271,CUST1271,Sana Sheikh,50.0,Female,Hyderabad,Basic,600.55,2,7,5,10.0,2026-04-26,3.2,0
1272,CUST1272,Asad Mirza,24.0,Male,Sialkot,Enterprise,5993.55,6,9,3,,2026-05-11,3.8,0
1273,CUST1273,Ahmed Raja,18.0,Male,Hyderabad,Standard,1229.11,22,23,3,9.0,2026-05-26,3.7,0
1274,CUST1274,Noor Malik,35.0,Female,Larkana,Standard,1078.77,1,3,2,26.0,2026-02-27,5.0,1
1275,CUST1275,Maria Bhatti,42.0,Female,Quetta,Enterprise,5452.5,7,11,2,12.0,2026-04-22,2.5,0
1276,CUST1276,Usman Siddiqui,33.0,Male,Bahawalpur,Standard,1401.67,18,28,2,15.0,2026-05-22,3.6,0
1277,CUST1277,Faraz Ahmed,,Male,Islamabad,Standard,1382.27,7,14,1,20.0,2026-03-20,4.4,0
1278,CUST1278,Noor Ansari,44.0,Female,Faisalabad,Enterprise,5537.98,24,38,3,17.0,2026-05-23,1.7,0
1279,CUST1279,Saima Siddiqui,36.0,Female,Peshawar,Premium,1742.44,3,4,3,5.0,2026-01-19,4.1,1
1280,CUST1280,Hina Javed,36.0,Female,Sukkur,Enterprise,5597.36,21,37,6,10.0,2026-05-28,2.2,0
1281,CUST1281,Ayesha Chaudhry,18.0,Female,Islamabad,Basic,540.14,60,93,3,17.0,2026-05-02,1.7,1
1282,CUST1282,Amna Butt,44.0,Female,Bahawalpur,Standard,1240.7,41,56,1,11.0,2026-05-21,5.0,0
1283,CUST1283,Ayesha Hashmi,42.0,Female,Multan,Enterprise,5505.39,60,94,1,11.0,2026-01-08,2.1,0
1284,CUST1284,Uzma Sheikh,42.0,Female,Sukkur,Premium,2069.75,7,10,1,8.0,2026-04-16,3.6,1
1285,CUST1285,Sana Chaudhry,,Female,Sukkur,Basic,549.72,9,12,2,20.0,2026-04-21,4.0,0
1286,CUST1286,Lubna Iqbal,,Female,Rawalpindi,Standard,958.12,1,2,3,20.0,2026-05-05,3.6,0
1287,CUST1287,Junaid Ali,51.0,Male,Rawalpindi,Premium,,13,12,5,24.0,2026-03-01,3.0,0
1288,CUST1288,Fatima Qureshi,35.0,Female,Gujranwala,Enterprise,4182.42,6,7,2,25.0,2026-06-01,3.8,0
1289,CUST1289,Lubna Sheikh,44.0,Female,Sukkur,Basic,578.98,8,15,2,1.0,2026-05-16,4.0,1
1290,CUST1290,Uzma Hashmi,48.0,Female,Gujranwala,Enterprise,4975.26,13,18,3,11.0,2026-05-19,2.2,0
1291,CUST1291,Faraz Ahmed,50.0,Male,Gujranwala,Standard,1086.27,7,10,2,24.0,2026-05-24,3.3,0
1292,CUST1292,Zubair Ahmed,36.0,Male,Sargodha,Standard,1438.7,16,25,2,19.0,2026-05-05,1.9,1
1293,CUST1293,Usman Javed,35.0,Male,Sialkot,Basic,653.56,12,21,3,15.0,2026-04-14,3.0,0
1294,CUST1294,Kamran Baig,18.0,Male,Lahore,Basic,536.73,27,36,1,9.0,2026-06-01,2.9,0
1295,CUST1295,Saba Qureshi,45.0,Female,Gujranwala,Premium,3045.12,28,37,3,16.0,2026-04-24,3.1,0
1296,CUST1296,Imran Rana,23.0,Male,Sargodha,Standard,1304.29,5,8,5,10.0,2026-06-01,2.4,0
1297,CUST1297,Rida Malik,21.0,Female,Multan,Standard,,30,42,3,15.0,2026-05-20,2.0,0
1298,CUST1298,Asad Hashmi,42.0,Male,Larkana,Basic,631.09,11,20,6,,2026-02-03,3.9,1
1299,CUST1299,Sana Ansari,47.0,Female,Sargodha,Basic,582.23,1,3,1,3.0,2026-05-20,3.3,1
1300,CUST1300,Sana Ahmed,29.0,Female,Hyderabad,Basic,440.34,1,2,3,13.0,2026-05-28,3.4,0
1301,CUST1301,Bilal Rana,39.0,Male,Hyderabad,Standard,1152.65,60,93,0,0.0,2026-05-05,3.0,0
1302,CUST1302,Farida Ansari,43.0,Female,Lahore,Enterprise,4898.8,13,14,0,15.0,2026-05-21,2.4,0
1303,CUST1303,Bilal Qureshi,38.0,Male,Sukkur,Basic,495.22,3,3,2,7.0,2026-05-25,3.2,0
1304,CUST1304,Shahid Ali,27.0,Male,Larkana,Basic,517.38,11,18,0,10.0,2026-05-13,4.6,1
1305,CUST1305,Mehwish Sheikh,18.0,Female,Quetta,Standard,929.27,1,2,1,17.0,2026-05-28,4.1,0
1306,CUST1306,Noor Raja,30.0,Female,Sialkot,Basic,574.52,10,15,2,15.0,2026-05-13,1.8,0
1307,CUST1307,Waqar Butt,29.0,Male,Sargodha,Basic,743.9,49,66,1,26.0,2026-05-11,4.5,0
1308,CUST1308,Junaid Qureshi,24.0,Male,Multan,Standard,1328.01,34,42,0,28.0,2026-03-08,4.0,0
1309,CUST1309,Rida Raja,38.0,Female,Multan,Enterprise,6675.13,48,71,3,27.0,2026-03-23,3.9,0
1310,CUST1310,Zubair Butt,35.0,Male,Lahore,Premium,3013.6,18,25,3,17.0,2026-04-17,1.3,0
1311,CUST1311,Junaid Javed,36.0,Male,Karachi,Basic,501.81,10,15,2,25.0,2026-03-17,2.8,1
1312,CUST1312,Asad Hashmi,26.0,Male,Bahawalpur,Standard,891.46,3,6,7,14.0,2026-04-16,2.5,0
1313,CUST1313,Rabia Nawaz,36.0,Female,Sukkur,Enterprise,4757.48,12,16,2,20.0,2026-05-19,5.0,0
1314,CUST1314,Rabia Ali,18.0,Female,Islamabad,Basic,,28,36,2,10.0,2026-04-30,4.6,0
1315,CUST1315,Zubair Khan,35.0,Male,Rawalpindi,Standard,943.67,1,1,2,14.0,2026-04-20,3.1,1
1316,CUST1316,Junaid Javed,,Male,Rawalpindi,Basic,413.86,8,11,1,15.0,2026-03-04,3.1,0
1317,CUST1317,Asad Ansari,34.0,Male,Karachi,Basic,528.44,11,18,4,10.0,2026-05-14,5.0,0
1318,CUST1318,Uzma Rana,50.0,Female,Karachi,Premium,2476.47,5,7,2,23.0,2026-05-26,3.7,0
1319,CUST1319,Imran Iqbal,,Male,Sukkur,Premium,2572.56,45,67,3,30.0,2026-05-11,4.2,0
1320,CUST1320,Hassan Ansari,31.0,Male,Peshawar,Premium,2523.85,22,37,3,,2026-05-11,4.3,0
1321,CUST1321,Ayesha Rana,43.0,Female,Peshawar,Standard,1436.34,2,5,1,13.0,2026-05-31,4.2,0
1322,CUST1322,Sara Ahmed,23.0,Female,Hyderabad,Basic,526.03,28,45,1,24.0,2026-05-16,2.9,0
1323,CUST1323,Tariq Ansari,42.0,Male,Larkana,Standard,1297.78,13,17,1,19.0,2026-03-24,2.1,1
1324,CUST1324,Farida Ansari,23.0,Female,Karachi,Basic,441.93,32,40,3,14.0,2026-04-30,2.2,0
1325,CUST1325,Noor Hashmi,57.0,Female,Rawalpindi,Standard,1034.96,10,13,1,21.0,2026-05-19,,0
1326,CUST1326,Rida Hashmi,27.0,Female,Islamabad,Premium,2312.0,8,15,2,23.0,2026-05-04,2.6,0
1327,CUST1327,Mehwish Mirza,48.0,Female,Sargodha,Standard,1320.44,7,11,1,11.0,2026-04-12,,0
1328,CUST1328,Adnan Chaudhry,45.0,Male,Faisalabad,Standard,1328.61,6,7,2,9.0,2026-05-29,2.5,1
1329,CUST1329,Hina Butt,19.0,Female,Rawalpindi,Basic,567.29,5,8,4,14.0,2026-05-25,4.1,0
1330,CUST1330,Uzma Qureshi,22.0,Female,Rawalpindi,Basic,599.37,5,5,3,11.0,2026-04-29,4.2,1
1331,CUST1331,Saad Raja,23.0,Male,Multan,Standard,1157.96,22,28,2,0.0,2026-05-25,2.5,1
1332,CUST1332,Usman Siddiqui,33.0,Male,Peshawar,Basic,437.19,27,36,1,18.0,2026-01-07,4.2,1
1333,CUST1333,Asad Raja,26.0,Male,Multan,Premium,3638.84,1,3,2,9.0,2026-04-15,3.0,0
1334,CUST1334,Hina Bhatti,36.0,Female,Sialkot,Standard,744.17,9,22,2,14.0,2026-05-16,1.8,0
1335,CUST1335,Farida Sheikh,45.0,Female,Lahore,Premium,2194.12,11,18,2,19.0,2026-05-19,4.2,0
1336,CUST1336,Shahid Ahmed,39.0,Male,Hyderabad,Basic,515.36,17,19,0,15.0,2026-05-18,4.6,0
1337,CUST1337,Saad Butt,33.0,Male,Bahawalpur,Basic,443.33,42,78,2,20.0,2026-05-29,3.7,0
1338,CUST1338,Zara Malik,28.0,Female,Gujranwala,Basic,376.76,29,39,0,15.0,2026-04-30,4.2,0
1339,CUST1339,Zubair Hashmi,49.0,Male,Peshawar,Premium,2207.8,3,4,1,18.0,2026-04-30,4.0,1
1340,CUST1340,Iqra Qureshi,41.0,Female,Hyderabad,Basic,496.13,38,60,3,25.0,2026-05-16,1.6,1
1341,CUST1341,Noor Hussain,45.0,Female,Islamabad,Premium,2102.45,13,11,4,14.0,2026-05-19,,0
1342,CUST1342,Bilal Ansari,52.0,Male,Peshawar,Enterprise,5187.07,33,47,1,11.0,2026-04-23,3.7,0
1343,CUST1343,Fatima Hashmi,18.0,Female,Islamabad,Premium,2590.74,13,15,2,9.0,2026-04-22,4.1,0
1344,CUST1344,Usman Siddiqui,18.0,Male,Multan,Standard,903.96,34,55,2,27.0,2026-05-03,3.8,0
1345,CUST1345,Ayesha Baig,44.0,Female,Sargodha,Basic,592.19,21,37,3,8.0,2026-03-13,2.2,0
1346,CUST1346,Naveed Ahmed,19.0,Male,Gujranwala,Enterprise,5305.7,19,33,3,14.0,2026-05-23,2.8,0
1347,CUST1347,Mehwish Baig,43.0,Female,Larkana,Standard,1281.55,10,17,2,,2026-04-22,3.2,0
1348,CUST1348,Iqra Mirza,41.0,Female,Karachi,Premium,3500.31,38,56,3,17.0,2026-04-11,3.1,0
1349,CUST1349,Omer Hashmi,26.0,Male,Gujranwala,Basic,540.09,19,36,2,9.0,2026-04-29,4.1,0
1350,CUST1350,Noor Baig,43.0,Female,Sargodha,Basic,527.52,31,55,3,6.0,2026-05-14,4.7,0
1351,CUST1351,Shahid Siddiqui,42.0,Male,Peshawar,Premium,2630.93,31,45,1,7.0,2026-05-19,3.7,0
1352,CUST1352,Rizwan Javed,55.0,Male,Faisalabad,Basic,741.16,1,2,0,7.0,2026-05-31,3.7,0
